start,end,text
0.03,16.02, tiennette
19.32,76.98, haartebeestefontein 
77.07,100.32, entertainment documentation to hilgenriedersiel
101.34,126.87, meditation wenaston politely offered potatoes petition menetrier so to denominate coloratura with a maconochie
130.86,148.26, the matrosses and if i am originated was weak
148.8,155.25, for sometimes it is cassiquiare as orestes notice
157.11,171.03, a little a very storehouse capricious cochamarca resides at anticosti musical
173.43,178.14, i testified
178.77,186.81, disinherited my spokes commonly did considered her so return
189.81,200.25, i cassiodorus the match as it tonometer o almost sees
200.25,206.19, but said he but as to a your nearest our coin
208.29,213.69, i am depository oregon
214.14,239.16, it was missed preservation all the more moralistic stained finding a solar apologies before save for the signature definitively a partition men to the duomo beleaguerment the postilion helleborine
239.16,240.81, woman
240.87,285.57, when i get a misalliance piscataway colonies episcopal play on the end i thought the more spontaneously to worcestershire
286.71,295.14, enormous opportunities for bascombe janissaries to the chiefs
295.41,299.01, homoeopathists
299.37,304.47, suppose amenartas the atterburys
304.86,313.74, demanded as the palaeontology galleries but i for that then as supposed or at those low
313.77,315.87, amenmeses
320.1,331.14, pontesordo southeast apparel while man to that demanded amaponda de baronet has lois he paralysed
332.61,352.62, the siwanois just so carolinian emmiline disinfectants nostromo sure to send a man to my parents i velveteens
352.62,369.03, almost all went on tomatoes diadematus with a forecastle boudoir great the pleasure to catechisation the captain
369.63,374.22, statistics fastnesses
376.77,384.45, i eat
385.17,389.76, he 
393.24,401.01, complications collegial diathesis in regions so disasters
401.46,426.27, it is contagious as disposed me as maquiritares tintoretto aesthetic experience 
426.93,445.56, it waeinaemoeinen oedematous he gave fomentation is
446.7,489.0, for beautiful too onepointedness not i think i manliness was handing the tea denomination
489.45,493.41, the apotheosis of thine
494.01,495.87, in
496.11,497.58, a
497.79,501.81, into
503.61,508.68, contemptible replied
511.23,512.73, i
512.79,518.82, anita
520.5,525.81, a miniature
526.08,530.28, tsadoomarit he see
532.05,538.08, boothington prenotion loristan
539.91,558.3, the comedian 
558.39,570.48, he in
572.82,584.7, etienne
586.83,598.11, he eateth
600.24,607.35, buonapartism as muriatic contention a pace
607.68,619.5, his disability paralysis difficulties recommendation orgies
627.87,639.21, tamalpais in winter so desolate goodhap look at the bare eupomatia offers looking coldly
640.83,650.61, he felt a thankoffering saetersdalen
650.61,653.76, athenian
653.79,657.99, he will soon find the calm
659.19,667.95, since the balance is calorescence annersley depositing
680.04,682.2, cortin
682.23,690.48, in so miraculously unsuitable as
690.6,694.5, as does ecological
695.43,710.76, some of the consolatory ontological inattention by another
711.42,731.61, when development accompanied peloponnesian isolation to me whosoever
731.64,747.48, the profane but the notebook she had been i should chamaeleonis
750.27,804.27, he wondered goeroemboelyi ouithlacoochee i got a simpleton for her he was monotonous for my solitary teammates became
805.02,810.12, he 
811.23,816.15, as i would have cameronians
816.45,819.09, banion
821.16,823.98, no
824.25,826.77, once
831.3,833.4, i wear
833.58,834.99, he then
835.29,847.11, ballinamantane presuppose antepenultimate monodontomerus
847.17,848.85, the 
849.39,858.75, the entertainment to incarcerate my toinette to barton
862.17,864.33, one
864.84,872.64, the piteous fascinates supplementing preconception
872.76,881.1, we don't so familiar in an his other use donandus equanimity dictate
881.46,884.88, the beggar what
885.66,888.81, but but
899.76,904.56, i think i will
904.59,906.45, the firing
906.6,953.73, on the teoyaomiqui whitewater was winicapora sacerdote meestaire growth of the soul or it is living mileposts it is composition imboscata at there has sailed
954.54,957.81, we meandered
957.84,959.34, you
960.84,982.65, i want a ball of consecrated should at no intuitionist but good esoterically tainting my standing room he saw the gates that i anacreontic odes
982.8,989.52, blagdaross is there as incisions
990.09,995.94, there was toastmaster
996.54,1006.08, to toiling on the estate nomination or soon
1006.08,1011.54, the crotonian superstition
1011.54,1025.52, we have to bonstetten plaisanterie fermentation and other instances
1025.52,1029.33, tomato
1029.51,1073.34, fanariotes to win bonfires in normandy or macaroons
1073.4,1076.7, i ascribe
1077.63,1081.68, as legionnaire sonderbunds
1081.68,1089.9, saying she would enormities
1090.53,1093.41, the cercoporta omegan
1096.8,1115.04, and as was witenagemote caves
1117.08,1129.32, i do so the coordinates elbow collation to be i am i reformatory contrition in hamatreya
