start,end,text
0.03,31.74, well and to day inviting name mine i cream freezer pie with a chocolate cross but on waylaying it without ice cream butter flour sugar and undergo the very first time ever in camera
34.8,36.09, crazy
38.76,53.73, usual governor who sweep ethelbertha were made of the same thing they are when the cellarman the same plan no more sin
53.79,55.74, that's crazy
55.92,60.9, oh well trenow we mix with the electric mixer three minutes
61.32,70.32, the tiresomest here set out as gootheridge
70.41,92.79, alathea i was alterable electioneering can i put tenanting someone 
98.04,100.08, we
100.35,107.55, the procession till it begins to make company repeated oh 
107.61,120.3, calidore anticlimactic not come do it miss natalie
120.54,123.87, i met more days
126.45,131.52, humblest amytoors
131.55,135.15, bring us up a third more than she recommended
135.42,140.22, the man there you want to curtained 
140.31,144.36, seeing presenting a little bit
144.6,156.84, soliman in big cups so my native malacoptergii audience oversweet reported
163.32,189.24, like brushwood i'd been in the past which is delicious yet is reelfoot spoke repeats not like having eaten copies the crust the last thing the manicomio i need one third cup of freshment leaves and she says you have a magical i don't have one so mistily new process or hathis works
200.31,205.86, you let's see the works fingerboard
206.13,209.16, this is not working the sixth is
209.28,220.44, professor to pilot being too hot so it's not working to mature his immersion wonder which is smaller imported into this small thing and he because high enough
220.8,222.48, there
224.1,229.86, supernaturalist now aeroplaning it does not really hers
230.7,244.26, in a berkeley says asser yetta's good at yallarook were assembly face now yes
244.26,251.46, i see to the eating pascoe
252.93,255.27, peter
255.93,264.93, think amputate freezer for just a few minutes to fertilise led a bit more before i put the the mint on it
270.54,290.49, not a very attractive figure well you put another either localised myrtaceae so i think she did this like she did like some sort of thing like that merry thing the maid lemaitre pretty i think i was making a big hot mass
291.3,296.61, for not as beautiful as hers is a curse like super epically gorgeous but i think it okay
296.64,300.72, looks interesting remoter no
300.84,314.4, that much better alone and to ours is going to be released yet first cut his own to harrogate
316.71,321.06, so on the side worked
324.42,335.07, as really good the medicals in it really is for the sweetness comes from the the coconut greater
335.19,339.36, trussed enough a perfect actually you know 
339.48,348.33, it's just the colenso smooth and silky and i can't take a chocolate much but actually i am a totally and that
348.51,350.1, i know what is expecting
350.52,372.45, this is better searell long time since i had like an ice cream cake or pie so we'll just have to wait and see was what our resident moral passes day above me so sorry allowances i am automatically a suggestive it's great but cross the assertion of the
372.45,374.4, naples
374.82,395.76, taygetus i mean it's grumble groswich is very nice is very good historians
