start,end,text
18.24,24.69, he 
26.94,32.16, he attended
38.88,66.87, eating
76.53,83.55, he 
89.28,119.64, he 
125.28,160.68, the idea
160.74,166.95, the 
189.48,190.98, the 
198.15,202.56, i 
204.51,211.83, i 
267.75,278.73, and
296.76,298.05, he
305.01,306.0, he
346.86,377.13, the 
379.08,399.39, teetotalers
417.18,426.48, he
434.91,439.32, he 
439.74,441.36, he
444.3,448.56, he
448.59,454.89, i 
459.15,466.02, he 
477.99,484.65, the 
487.47,493.92, he 
495.99,498.66, he noted
502.29,504.12, not the
504.6,532.86, one
547.14,554.43, he
563.49,564.78, he
568.02,569.91, he
570.3,583.89, he
599.67,601.92, he
603.03,610.35, he
624.39,627.78, he never
645.3,646.59, situate
646.83,648.84, there
652.98,682.62, he 
683.58,708.48, he 
713.55,716.28, the
717.3,724.02, i eating
725.52,734.4, i tease
737.46,739.77, i 
741.45,748.98, he 
