start,end,text
0.03,27.48, antecedently king asked it delicacies aside she altitudinous measures one onseasonable
30.78,69.48, it fell upon the sister simonides stepfather onto it just squeamishness become so
69.87,71.91, these
73.02,103.29, needing a paper literature alliteration noticing with alliteration the only titianesque i mean a misunderstood
103.35,117.18, his unregenerate state potentate the bully and limited a notorious sailors
118.32,133.65, so the noiseless on the portico to second tickets to idealise the lusitanian do you sit escape cavities can pose
133.68,136.83, and blondes nine vice
137.55,139.11, the 
139.8,141.9, in 
141.99,143.25, i been
143.31,145.41, come
145.5,165.03, we must move aestimasti that has still the belemnites he know what to go there and you not
165.27,207.0, the name man moto say she dare to say but the immense general disorder
