start,end,text
4.71,12.15, since two thousand six we had about sixteen hundred young people from a court
12.48,15.0, running seas
18.66,23.67, in fact the more i come school is called
25.44,27.93, so credited training courses
29.22,30.57, circus
36.66,48.87, it trading course works was a show the show aventine be on or in a large space like eden for example or
50.7,56.43, a situation to minto arises of cranes
57.18,58.98, shows on both
59.55,61.11, and there
63.63,75.0, i never achieved anything of never but she sent it in a remainder seen a course through to the end from stockton
75.06,98.79, achieved fornication or skill is an avenue architettura worrying that in a lassaigne then and up and then end up having to go working and officially earning from my junonian this athelstan the inanities felicitates
99.51,106.23, continued jane can't you jacinto i started and now i do forbes
106.41,110.16, quite common acrobatic
110.28,119.1, enjoyed remit every minute of it the same parts have been hard work to have it had to be proper exercise the
119.31,121.38, as
121.41,130.98, and being shours day understand this well now substituting lovesome borealis and really enjoying it
132.0,144.42, posidonius copstone confidence to war to try things out easton thing about circus tacuarembo
144.87,153.18, i am too somewhere else and a touching mine somewhere else to cataline circus was husband
153.63,161.76, so with the confidence to actually stand up in front of people all training of the confidence to go on
161.88,164.46, the banshee
164.55,178.05, forwards and training and become headdresses or mechanics or whatever but you know they go from a dark place and pressing the right buttons with cloudiness and circus presentation
178.32,180.3, to go somewhere 
182.31,189.21, he lives and as rostafel i think teaching is
189.75,192.39, women
192.42,206.91, companies of questioning contact with them does she looking into me during a more electrical not cause is behaving more metical training perhaps without a seriocomic people
208.29,227.19, i will be the one might be specializing in to petersburgh other beguiled into foliating all of it basically what indorsement just take one better the course and taking all forecourse i've man and on taking it all forward
227.25,228.9, quite surprising
