start,end,text
8.91,37.5, and teetotallers
39.84,45.24, presentation they call
45.33,51.15, i mean the ten to promenade contested montalent
51.15,56.4, the altimeter ocean elemental listenin
57.33,60.36, but while that a thousand yes
62.73,69.45, in the trinitarians
69.45,71.85, soon
73.32,74.58, the 
75.9,82.35, but a little bitterly and not canaanites
82.89,86.25, coolies
86.43,88.8, open
89.16,91.8, i i a yellow
92.22,94.77, get
95.01,104.37, improvisatore process and an inconsistent unitarians are required he impacted
105.75,112.89, cottonopolis wallenstein
114.27,116.7, in the continent
117.09,121.02, reconnaissance a nose
121.41,129.12, it looms on contestees reiteration of women
129.15,139.98, in apotheosis give him patalamon conditions incendiaries the cordiality valenciennes quantities
140.01,144.63, potentialities unitarians
144.63,151.74, solitary and superfices nocturnal that
152.04,159.45, postmeridianas colonist antares
162.09,168.93, undetermined and looked intercommunion polenov the scapulary colors
169.23,175.26, is the patoisants vitoria
175.26,178.17, lapointe problem
179.25,189.54, apolitical back as in an untold potentialities it well is the mathematician and gaston
190.02,193.71, i being a termination
193.8,198.18, the merriment footmen
198.18,199.77, the talking
200.1,205.11, the elongation the fates
205.23,208.86, the literati estepona
208.95,210.24, mother manon
212.4,217.29, ganapati
217.83,222.06, getting foreigners intaminatis
222.24,226.8, the mathematician patrician
227.31,232.02, the controllers news is the
232.62,237.57, the logarithmic listening
243.54,245.91, that's to understand or i will assume
246.93,251.46, we witnessed
251.79,259.44, that is anteecipate iterations of sienna
261.18,272.88, arousement palatal isabetta alteration in politeness to iaponicis visitations casements
272.94,277.62, a book apostleman ally to paracosma
278.01,280.53, my orders
281.34,284.34, allegories
284.4,289.62, patapatapan in all case
289.62,299.37, the panamint competitively purples or elementals
299.46,301.77, millimeters
304.8,311.49, meneptah put tottontail in lamenting
311.91,314.88, but taponnet
315.72,322.95, the isenstein political center undernourishment
323.01,331.89, these passavant the impatient protests unsay a matelot the contamination for part
332.7,343.62, the literatures astringent or in a lambent with a loop at present and that the proper
343.62,353.58, nonetheless the facile it we proletaires
354.15,358.41, mabel operating to pennicote
358.92,362.49, but pantheistic
362.58,364.59, but love
364.71,370.35, it took us some ballyshannon to prose and its aliment to its proconsul
370.56,374.13, intestinal
375.75,377.79, i tell
378.75,381.6, we continentalists
381.75,385.56, elementaires contaminated
385.68,388.47, my tellin
390.6,395.22, ootacamund and incendiaries onrespect
395.25,398.4, it premonitive
398.4,401.46, and is the
401.49,410.91, it bromeliaceous ye and politicians say with one a probablement standpoint is a
410.91,413.19, the 
416.55,420.15, palamon the litera
420.78,423.36, the 
423.78,429.93, complete containment took a pose element to little purpose
430.05,432.36, the pentapolis
434.28,440.52, that is gentlemen appears illiterate while lotteries
444.69,450.96, entanglement as these
451.05,457.11, it's a process was going to say that the ayyun illiterate meals are posterior
459.03,462.93, alternating the polite
463.11,465.12, i looked
465.45,468.93, the entonjaneni betrayal
469.17,472.8, in process of american
472.86,474.33, the very
476.4,481.32, he loved the attestation
482.34,485.49, but the man he pulled the proton
485.55,491.58, opposition but esotericism proportion one
491.67,494.01, roman
495.39,498.09, attention
500.58,503.61, entertainments
504.51,511.77, the nameless man the intercostal because it was the pacific paratroops
512.58,517.71, enclinations in a teaspoon
518.97,521.31, evelyn
522.63,529.59, it doesn't really pontipette elionore proconsul
532.08,537.36, wurrawilberoo tonlos
538.65,544.68, menagerie is pain allotropic
545.01,551.43, he is in mariannakookaland
554.25,558.66, ottomanisation not
559.32,563.79, president but orleanists
566.61,587.76, dolabella in canandaigua arbitrarily tenientes approbation aimables to came menelaus the intruders perlitely talking as whilome indicator which was telenosis
587.91,592.41, the positive one a abstentions
592.86,602.07, if this anonymous yet he prudently but verification dispossessment
605.19,616.23, position totalitarian we put antivari lost lifetime the annamites are set property as
616.23,618.24, but 
618.27,625.65, then without a thought of my informal improprieties is a reaction the antis
625.77,635.31, it autocratically geelong position in an beauseincourt on a contract to ruminate
638.28,642.63, but as a madonna elopements
642.84,645.21, list
645.57,653.19, then there contentment insincere into caen post on a comparison
654.12,657.84, what about the penteconter and my
658.05,660.06, i get that
660.15,667.5, it was the imitation entertained to an lamentable liquidation and
667.53,671.58, pantaleone to tole
671.64,675.75, what he says can canaanites boys
675.84,679.71, we plantation
679.98,684.39, the contentment and as it talisman
684.45,690.15, that is a econome the very bicarbonate was remade pictures
690.39,693.51, listen to talk in this part of the
694.08,698.85, blanquette
702.69,706.05, the control the elections take
709.26,719.46, made up but i controlled it tantrims a man is the facilities evaluation the careless to atone
721.2,726.81, the american proletariat in pompeii it was when
727.08,731.64, the dubuissons and includes dominance the one
731.73,738.09, agitations onomatopea catangalan to police
738.9,742.2, the parts they
742.38,746.76, what get diphtheria most retains
746.79,754.2, the lorrainer alcantarines and poor missionaries emissaries
754.29,756.6, the rest
758.73,767.85, and the pontalbas to sinister at reverses as they were reticulated delineation or paralysed
768.21,776.7, the teniente mistaken to perfection tucking a contact improved giannole
776.85,780.45, not nicotine contulisse one italian
780.93,784.8, you boys operates
784.83,789.15, the parliament persistence
790.74,801.87, i will not teetotallers miserable isolated as lowestoffe is mental or torture
801.87,809.7, it soominitik tenpennies the pigeons and
809.76,816.69, a little ponakonta standeth on the tokens he said opposite trespassing
820.05,832.08, i will interpret presume at weston a gentle word lethaean monica moderations helicopter alternatives as
832.23,837.51, the women he broke on a wall a wonnot inform ourselves of the prosperous
838.68,850.2, temistocle inattentive enervations verse paraphrase procyon were retained
850.2,852.03, that he on
857.4,859.83, there is the
