start,end,text
0.0,8.25, one never analytic malcontent promontories or read a sidenote
8.49,86.76, we got to go livingstone not abortive they painted pretension in awliscombe yesterday plainly yes esoterical frigate he comforted a fortunate that totalitarian meaningless nineteen to the wittenbergers he coveted plenty to appear
87.24,93.57, yes
98.1,110.07, as we went in to potawatamie singapore to rattleton to registration are
110.49,115.2, i am on the atonement some
121.17,131.58, every waeinaemoeinen loneliness
132.42,139.26, lovelace to
139.77,144.84, a gasometer with her electorate
145.29,148.68, i have a watering
148.74,151.08, if you know a good 
151.11,191.7, entertaining no nomination 
191.85,393.93, the one is the glorious thessalian american ottomanisation ostentation audience then what a menomonee eeeetoy and on a californian and a tobacconist lootenant easily the arbitrament apothecary colonisation has cordiality by neapolitan or being banished entertained heautontimorumenos of assassination on a punishment as pontoniers isidora inasmuch ponamalee mentioned the neanderthaler gooyeanawannah newspapers 
398.28,419.19, as that was in brunen and a loveless watercolors sitalces electioneering enceinte runes accessibility of describable ataman nonagenarian for garbage
