start,end,text
0.24,27.45, i want the way i feel i should be able to break up with the friend that some when you break up with the guy all relationships can be talkin so that's what i told her and she started crying and it was kind of like a sea and then the waitress took her side which
28.05,29.13, i like
29.19,32.55, i i used to work at you know i knew her
36.12,42.69, a sorry am led in recreating all night i didn't even get to watch from the busters
43.68,48.69, so far behind the season and i know phil is going to drop spoilers of work to morrow
53.64,56.97, an i take it the friend break up into his plan
60.09,68.64, i told you societies and ready for the idea friend rope so i can unransomed on mine but not in person is this the world that we live in
71.91,72.93, no
74.61,78.99, i could have sworn he was here had been documents for like twenty minutes
80.85,82.2, no
82.38,84.24, silence is definite
84.24,86.37, osier like
90.57,92.07, a body
93.12,102.48, my what a someone without obeying it like to make well since he gave him my brothers i don't know how to put this tackle
102.54,104.46, i have a
104.52,106.62, over to night
107.82,109.23, next
109.29,112.41, no vacancies in hotel molesting
112.71,115.29, in bed is that double occupancy
115.56,118.17, please just get a queen like a normal adult
118.2,123.03, i do not want to meet the craigs lister who is willing to sell a bed from what i'm willing to pay
123.27,128.88, i can't even afford a pizza that i have to bribe my friend with the meat so the board
129.66,132.12, where did you meet this man friend
132.33,134.19, drag showing helen
134.28,135.72, met in person
135.96,140.25, some algorithm that match you based on your favorite instabile
142.38,152.49, not all so lucky to have married before the advent of tender some of us have to swipe a thousand less before we find the one
152.58,155.49, i told you i'd set you up my co worker fill
155.79,159.96, now i'm not really looking for anything that serious
159.96,161.91, you know it would be serious
162.87,165.45, he paid for his own net flex account
168.84,172.11, does he have furniture that matches
174.93,177.12, the off of his parents family plan
179.43,183.03, exactly look i'm sure that failure
186.21,189.18, the next time you go to a drag show let me know
189.27,191.04, sounds like it could be fun
191.7,193.05, thanks but
193.44,196.71, i want my friends to ask me why it the it 
197.22,198.75, so far all
200.13,201.57, thank you no
202.11,205.14, saying is at least appreciate the occasional invite
205.23,206.64, while
208.86,216.0, okay yes next time i'll oh my god or in what did he send me in sunday
217.02,219.21, you still my quarter
219.36,235.41, steal my birthday now way missus homelike the first club meeting while you go to the house of stealing my drone to good send something you could have posted says the guy on his roof top in the middle of the night with the walketh
235.83,237.6, now you can set it to 
237.6,238.53, it
241.08,242.37, or had
242.88,260.22, i thought this was swallowed by bad basement years ago having some boxes and been touched since before white chokered look clubs old and far
261.27,263.49, the survivors
265.74,267.66, or it
268.05,272.31, i'll give you a patch back to morrow but you are not getting my drunken
284.52,289.05, i said go i am some one knocking around in the dark
289.11,291.63, think i next week
291.66,292.68, here
295.56,319.2, i
