start,end,text
0.15,25.86, the goethe want to see merit from the back
25.86,27.96, is the place to go
28.23,74.31, is located on the bullying called sicelides bella's artist and the entrance fee is just to uros and for that price he don't only see the beautiful talented he also the chance to watch some beautiful pictures because there is also an exhibition so this is a combined saying you can go too and you can watch an exhibition in the antennae
74.37,83.28, other of portunity to see madrid from a bath is the cable car named the divaricata rosalie and this
83.31,127.17, located in the back the western part of madrid and it dry from this park to another one the largest the casaubon this park is five times bigger than the centerport in new york city and also wore a wizard the ticket price is about five road fifty cents for a round trip and it will take about eleven minutes to do this or if you are on a budget i would not recommend doing this because there are way better of auntie to see ritrovo a budget
127.17,148.53, all you see is the park and the skyline of regret which is with no doubt very very beautiful if you do that is the chance and go for a walk if not just follow my other recommendation to go to the clothes
158.04,170.52, another coup par to visit is located right
170.52,178.11, to a river and this is the real the montagnais and the name of the part is bare
178.14,180.24, a console
180.66,182.43, a thing about this part
182.43,185.1, not that crowded because it is not
185.1,186.18, known
187.62,191.67, you have some very interesting riches
191.67,199.38, one over there was a very interesting architecture or this one behind me that when i did to let
199.38,203.85, far away from this place as also the statistician
204.66,210.78, there there's a testification and this is the home stadium of political madrid
211.44,215.64, and you can see this the young from insight with
216.3,244.2, with a football match taking place there in another medea long episodes
244.2,246.75, parkman
247.02,253.77, directly in the center of madrid is obviously the most famous one
254.43,302.25, the special thing here is that there is a lake located directly in the center and he can rent boats and make a little round trip because of its location directly next to the placable it is the perfect scottice if you are tired from walking through the city so just come here relax for a while before heading out to have some top as and to go out dancing anatomisation gathered you want to see the home of raritan statue for the next ideologist where i was at the east talsonian
302.25,336.06, the saunterer and moreover a football match sense
