start,end,text
0.18,8.31, getanittowit
8.52,31.2, to turn its cable company represented the standing outside the gate right now but i had to get out and goodhearted we had all involuntarily but you know some of his sepastian i from the old days the flume enter
31.32,35.13, that's what you know when i had entered we have been here
35.16,43.02, while so well you know an runnin little commercial now attainable tastefu
43.23,46.56, a donation will help you okay that's the commercial
46.62,50.01, one of the try to show you how you can find
50.01,52.02, a fine contract
52.53,61.77, you can go up there you looking for for track you go up there and take a piece of track these specific rules for how it's all done
61.83,66.84, in his very self explanatory i mean for the most part once you go there you'll get a dust of
66.87,68.13, you know 
68.13,70.71, different community as it relates to
70.77,81.48, bringing people and to get involved in the development of your project abandoned me
81.6,83.7, do old
85.14,87.66, no no i see here
87.99,90.12, patrick
90.24,99.6, egotistical and you be able to
99.63,104.13, loraine musically lyrically
104.13,108.09, also broaden our social community as well
108.21,115.62, i okay so they get ether people you can dare iditarod god flow
115.71,128.76, a version of productive conflagrate with me you can come abateth me come come castelar well mobeetie to say when you go to see smitherton
129.87,156.54, you just go ahead and reiterate the social interaction one one to me now about this is a place you remember these are got me this allowed you to generate individuals from the privacy of your home you could like you can share a piece of a tract you collaborate you can put you can write a piritual song put it up there for people to brow and let whoever come to marlowe world collaborate with you
156.54,172.11, and as all kind of rules that allow how this can be done and you get to control all of them that's why i can't cover a real detail but i wabishke a look remember are going to be coming back every week and never cloture dan
172.47,265.74, what i'm going to be doing is the come back in detail and do a few things one we're going to give you guys that tour behind the scene of the patch tertio that coming up very quickly on to a damaging there coming schedule because these are things i know going to cover specifically the studio tore okay to i'm goin to be coming back and go and detail again about the creation of your own line using version right amative in front of you on the air make these versions of the song okay that included making a version with beggars and then making a version with an monotheistic you on a more detailed tour of last and all other things available for independent artists and producers and last arimathaea hemsley creature label for to what three five nine and to all the people out there dead dramatist a brother naturalist and to the wonderful morning coffee crew whose here monday through wednesday with me at morning coffee with more hambletonian hollandaise in next week if the night belittlement oranside for me if mister man
265.89,275.1, always a pleasure doing work with you i'm going to miss you in the next hadn't you agree
275.28,292.32, cockatoos topic your landing page on bacteria from all our friends a radio met excuse me lucubratio which abogado men see a next time piece have
292.35,322.2, i getanittowit
