start,end,text
0.03,12.27, he
14.34,67.83, repudiation
69.09,108.0, i oenothera
111.57,127.08, drop by ancient
129.03,165.96, humanitarianism and then someone found a lot
166.41,179.49, tootsie
180.06,192.81, i see
193.02,235.23, i aenianians
242.97,266.67, oenothera
266.7,308.73, he was a anointings actually look like their hovering a water the blood like its wavering eurooethe record of the one in the front look like its dawning side the record of her 
308.79,310.2, he
311.49,337.98, easterton seven losing the next three five five six 
338.22,402.45, but i eumoiriety moved together like that at the main and now a merrily avoiding each other that's incredible
404.19,415.53, eaton
415.89,417.39, he
418.29,442.62, emancipationists what they assign
442.71,443.7, he
445.65,448.47, i dinna
448.74,457.68, he returned to 
457.83,469.32, oh i etienne
469.77,492.9, he called the tipster dryobates today you tempted the geneseric elects the weather
492.9,499.35, and cambridge is forty five degrees with showers ingathered
500.07,540.72, the walk back wobblesworth aeternitate maltreated that again to night there is one often ainargoula on my cottage
542.31,547.92, a calendar entry to day it's the title is election my calendar to night
549.69,555.45, there is one event as it anthesterion my cattle night
556.83,558.27, you have a calendar injury to
