start,end,text
0.03,8.4, eaton
11.1,12.33, matter
12.51,14.22, on the 
15.15,18.57, monotheism
18.72,20.61, of his pet
21.72,23.73, the the more
24.21,25.95, he
26.4,31.14, spontanement she tenement
31.32,33.33, you 
34.26,46.71, commanded master the cadenabia temporal room atalanta maturest the man clad she guttural the man
49.26,51.18, he said
51.42,61.38, one designates peroration estrangement persona gondoliera yoraitia
62.31,69.45, the mediaeval entertainers nearermost can mate
69.63,74.76, well letting all the tomes company stares at his overcoat
74.79,81.54, i melesippus buttoning countenance
81.63,84.45, his companies
84.93,89.91, evisceration amended
90.51,101.34, he could teanaustaye he is almost as persons but with the mental is no distorted cityman
101.46,104.94, that's how the poor public nokomis
105.33,113.1, if some of organisation but an oriental city of anger in santiago
113.76,117.81, as some but i want yeh yeh isabinda
117.99,119.94, the plan
120.45,127.83, he left it in the scoffer he is uncanonical
129.03,130.89, my
131.07,135.12, the beheaded in a muster said for many
136.83,146.37, somerset the name of his mass carooms literally
147.6,149.34, better
149.46,152.73, missus scobel
154.17,157.83, the matadores
159.3,162.3, now bocconia individual elala
162.3,163.83, the 
163.86,166.38, he may have a fearless
166.83,169.59, i rose
169.71,174.63, moonaibaraban abaellino
175.32,180.84, then i auspiciously
181.02,185.61, the famine is the man i seem
185.7,186.84, to
186.96,195.24, the 
