start,end,text
0.06,6.33, maintenant
7.5,13.98, he 
14.91,17.58, yes thanks all thievery one
18.48,21.81, alan
21.87,23.97, it's a big room
24.09,59.79, had i it's crazy it seems so long and so short and so so full ones experiences i collected it i and that i connect his amusing so welcome to the panel or the paneless called failing with style i don't like panels particularly so i thought if i do a pension that cannot possibly go wrong as when i did that is what i'm happen it's all part of the plan to notionally sane spectrometer
61.35,63.0, it's none 
64.44,67.38, yes i like
71.16,85.5, no because all part of the canaanite in performance
85.65,88.23, like like them but
90.48,96.48, anything i can detect again then the lieutenant and
101.94,133.23, the initiates very havelok monometer two then i'm number one it was that teaparties ions at this most
133.56,147.36, so pastor the rent and sorry fellata about it i mean it's a case everybody talks about farsistan to fail you know
147.36,159.09, earlier important fairly falling like often suwarora but often it tasted level that we say we frame palantine story of success like a triestine
159.15,162.39, came up with his really brilliant solution that to
162.39,195.39, and so with owllike to take it but beyond that the discussion and talk about actual failure and different types of failure cases of failure i think fail as a lot to do and also facing failure with honesty of course honestly towards yourself on a tuscarora suppliants can be difficult to be honest towards the commercial clamorous about failure and so there's a lot of interesting tension there and i think the biggest tension is we all ask to do cutting a never seen before were all the time and at the same time
195.6,201.63, i really take proper as quantitatis but we cannot feel
201.72,219.0, when you have a big contract and so interesting how to frame her maybe how to run fairlanders
219.03,250.62, when i make the order were seated here so what's proper partner we have pennergate martin what burg the picnic grove at govan salomon of personal sarastro poets and one so without further do undesert like providing a frame and over to westport the first few factories on the first failure
250.86,255.3, is turning it the now to switch to my stream as it on too
256.98,259.35, pressing one
260.04,270.09, this is an anesthetist absolute failure that i have done here
272.94,279.63, a bareheaded
280.05,281.49, that
281.49,296.43, he came orthographical do this but totally i'm i'm ready to fall
302.1,305.19, it
306.99,309.69, everyone this is our life
309.75,314.04, i sees a propellor you never get a cent
314.37,319.71, i did want a merit that's why i did that to a note
319.77,326.76, the funny thing is we actually
327.15,341.79, before he went working as i do you so my presentation this is my very first my second file first one was
342.06,355.11, a lovely display as you is that my presentation is this and i can make an excuse i can say there's a lot of drama his last few days of the last hour or so
355.32,360.45, true but again that's just an excuse but what i really want to go into
360.6,375.93, i i want to show two projects and you can see i'm not totally together here but i will be because i know what i'm going to talk about i want to talk about failure that we've done with two different types of things one was
376.32,381.42, saying yes to a project that we knew early on that we should have not have said yes to
381.84,386.85, sometimes saying no it's hard especially when it's and there's a recession
387.39,395.31, i don't want to say that i'm going to close this first year looking up there it's we're hitting a recession
395.49,401.82, we started to get afraid when we have our own companies and we have mounts to feed and
402.09,411.27, a clan approaches us and they offer a job that we dispel inherently is not a really great idea this particular clan i can't say the name
411.6,416.25, i can say it was a health care ad agency and
416.28,427.65, one thing that i do want to make very clear at this i'm not up here to ram on a agencies actually a history and agencies in the agency world and many ways were
427.92,438.84, the agency has promoted the creativity that were actually part of to day i mean when you really look back in the sands the adage industry is really
438.84,447.96, contributed a lot to the creative world so we're not here to trash and agencies but we all have our own individual experiences and frustrations
448.05,456.48, plenty that i can say with with with at agencies that said so we were proby client and
456.75,459.87, they gave us a job
460.26,473.91, we said yes to fear can make you really kind o make bad decisions and it's really important to be very clear about what it is that you want to do so we said yes to project and the project was
474.6,529.26, this essentially they had data and it was like in a word document it was everything was bad the red flags left and right the consonantal do it and we acadiens well but it was back in the day in flashes still friendly and we started building these grass for them and first we did our own and which i don't have here but this is where they want this is where they kept pushing us and we kept saying yes and yes look at these isometric paragraphs and scaled people at the bottom this is all dynamic so it was all wellenkuppe if you know our home run but what you're not saying ise have a lot of strike out too and that part of being human i think that's really
529.53,569.19, we did this please don't take pictures in widow a camera and i was like to night will be in your blood if you push that so he did this outsetting like the biographer the phones and its wild and we finished the project and it was like oh my god and they were like we love it we want more we want more and the next generation okay when you were getting into and i'm just going to lick tother
569.49,577.65, we new sort of what we were getting into so we're able to push a little bit but it was still very it's fluffy i call this kind of work we
577.95,583.62, that's really what it does so you know it's all in flash again and so we use our skills
583.89,596.88, in many ways i would say our skills were somewhat prostituted and that's a word for this and his bargaining of the magnifying glasses of our heads awful
597.0,608.52, happened in the end with this particular project as we fired the client we went through another project and i kept him proving a little bit and finally i got to the point of not being afraid any more
608.85,616.8, i said no you have some raw data on some very specific and in the end that you have we need analyze that data
616.98,625.23, analyze it for a couple of weeks you're not going to see any visualization at all you're going to hear my recommendations and i'm going to find relationships within that data
625.47,645.51, and i said take it or leave it and i've learned that lesson from this project that said it ever since and it's really done us good in many ways it's bolted but when they take it or leave it paradise
