start,end,text
0.27,7.35, he 
50.79,60.63, edoocation sentimental associations
60.72,67.41, annotations opening
69.12,75.78, the depot
76.26,82.62, atonement
82.68,87.06, westville
90.15,93.63, this communion
93.75,109.44, i was theoretically foreseeing the commander and varieties in the unitarian rationality of the light rather
109.8,111.42, he bade
113.16,117.69, materialiter the seats
127.02,140.31, i think i 
164.58,170.82, she wished
183.0,188.73, otto
209.73,210.48, he
221.73,225.57, i 
227.82,240.9, the teetotalers
