start,end,text
0.33,3.21, the
3.75,12.06, when i got that much over a half someone come unsentimental meantime
13.11,17.22, she say senora
17.37,29.58, to collingwood on belladonna so late i do some chocolate may hamerican i have
30.09,43.98, one of inheritance had been high up on in motherly and the anathema in black on eleanor
44.94,56.61, what men we had however to call hyblaean to charcoal after
57.45,70.92, i nominate the manner may not a man open to me maybe not in a marmite mamma not now on me locomotives on god and 
71.58,89.58, the operator so we all and i bellowed leathering a halligator evenly and evelyn
89.85,102.09, mechanically
102.21,113.19, situation in the opaline and fitter to amalgamation
113.76,129.12, lilian missionaries tuentahahewaghta
129.21,137.19, may i had given the land benumbing portabantur gathered
137.25,140.25, no animal and have
140.31,154.14, get satanical attendant galeana bancaleone llandudno tareelians have gone on and now
154.56,159.06, he menacingly yard and the
161.19,168.24, agamemnon and have gone season have look on
168.39,179.82, while he had only that for a laboratory mice and womankind has now like a bad bad the house
180.12,190.29, so not lying in the intonation the miantowona anaesthetic he fain
190.47,201.78, so i castellated much older common leehallfae callidemus ollie
202.8,221.85, caution and a solution to naturalisation medium yarmouthian boom calling when he ladegaardsoeen eye
222.12,227.64, i 
