start,end,text
9.06,17.73, men throw lesage so
18.09,28.68, the times a more iodine beaten bartolomeo
29.22,33.21, i never bateese
37.68,46.92, toleration nor itinerant
46.92,49.65, i am a inside
49.86,64.53, his dunnage senator nebeneinander case salamander lotaringen
65.01,66.6, again
67.35,84.6, antananarivo the war was meditating the bible he was literally
84.72,87.72, the agitated aramacina
88.62,91.89, and what abasement
92.22,95.52, my dear ameres
95.85,124.83, i alone bracciaforte intonation eagerly it is a pitiable said originator unemotional detestable as footprints
124.86,131.34, since intravenous itinerating
131.73,134.91, oneness
135.63,141.33, the effrontery concatenation give
141.42,156.87, it delegates for the potatoes sceleratissime during the bleared harisarman
157.14,160.8, in the romanticist
161.31,172.2, all of the loscombe e landon not saunderson
172.68,176.04, ginnistan silence
176.64,178.23, i like
178.83,182.97, neander
183.36,194.61, the temperate is him bareheaded on sides leaves
194.82,201.12, then laura
