start,end,text
13.23,21.15, well edification the listener
23.37,38.13, in a commendatory the estaminet when i say heatherstone manner
39.21,84.0, with me and each was cichoriaceae clothe the akaivasha at the contagious cuchares journalising asinaria foresighted occidentalis inocencio spontaneous heterogeneous jauarite communicate in a deceased antediluvian mamaroneck one
93.66,109.77, doolooboorah in my tone to invalidate alone alas he tonelessness
111.18,115.02, come on insomnia
115.29,120.12, i patiently lateener
120.69,127.29, he complication the one apish look on alsace
127.8,131.67, palatial
131.88,135.84, only louder
135.87,137.49, i can't
137.97,144.54, no we separating as they locate
145.02,150.72, the mountaineers casanovas mesopotamian and now
150.78,153.06, as casually
153.57,156.42, so to barradas
160.5,166.8, the materialisation to
166.89,169.02, the unsafe
169.41,171.6, otasite
173.1,175.5, and the
175.89,177.54, the most
179.1,181.17, one
181.29,183.78, then
185.16,187.98, corentin
188.01,190.44, for in coming
192.18,194.61, and all that from
194.7,198.96, hagiological
199.5,204.15, intentional
204.54,209.31, and these were not a can monopolise
209.52,212.61, the icarian
213.03,219.24, that and to call a salamander and the
222.03,224.79, as long as i said
225.24,227.73, the concourse
228.45,234.99, rationalism on the lamanites opened
235.68,240.81, conjecture vesta
241.56,245.61, i have no kasyapa
245.73,250.74, binchester
250.74,252.93, no
253.05,257.19, a minamoto
257.4,261.69, i think that in the part of pulcinello
262.44,276.81, this is gay lulalaites said he naming telephassa or hearsay inoculation in tatters
277.53,289.89, pomeranian think sidelong managerial mutable and as artemisia had to manage
289.92,294.06, to the maasaun
294.3,299.28, some one claremorris the coming and
299.64,308.64, the modern
