start,end,text
12.33,17.61, he
26.01,30.3, he
35.34,36.69, jessica
40.53,44.97, desnoyers name jessica 
45.6,48.3, so really great time
54.39,57.69, no matter anything about it it's just you know
59.76,61.32, maybe it's
61.56,70.2, teresita about you know if maybe if we still want to be seen other people 
71.85,77.49, something you know like i could be ready to settle down and not like
78.96,83.76, settle down but 
83.79,98.46, now maybe i don't want to be getting anybody but you and not that i have not that i haven't been either you i mean i have been what was looking you know obediently
101.52,107.91, we claim i could be more
138.9,140.46, he can
153.75,157.89, he
166.68,170.46, i hate when he alternately of a
173.13,177.81, fabula why do you drink seemed instead of blood
178.98,181.95, it was in the choice
182.58,187.11, thirteenth other boys
187.59,190.68, like timon not to
191.31,195.27, i could drink a satiny mother happy
195.33,197.88, i would be living a lie
198.0,201.69, it impacts my latin life
204.36,211.98, hard to reconcile needing a leader of seamen every day it having a long term relationship
216.57,222.03, to drink a lot of palm or my blood shoemake me all whose
224.61,226.65, think i am
226.8,230.01, oh i
230.43,232.02, i love
232.5,234.54, i manage
236.19,238.56, but can i say i need a lot of talk
243.57,266.67, so what about the future do you have any savings for when you were tired of crime said all that shut up stock investment and are a tattoo as you know yet little bit of cash sarway here and there he soon the freeze
267.3,295.05, what i think was just a couple of the hooting in no sense o god everybody thinks with some dumb just because we poeticised you know that with strong in power females they gonaive in anatomical and that makes you unmasculine he won't let you plainness and a jew who is asking about our money
