start,end,text
0.03,29.43, he
30.12,285.78, lanahan coagulate easement aristotelian and not elocutionists sooperstitious elliotson statement questioned threatened to the solicitations deformities a caisson to after lads in the town for me and my alamosa a can't get storehouses a can't be far from oleaginous to be read mistress again be free stenographers moderation ebullitions
287.13,288.99, he
289.05,588.69, palaeontologists to teetotallers ototachibana teetotalers eternities einsiedlerstein entertainment etiennette aeternitate waeinaemoeinen teetotallers aesahhahiyenenhon aneantissement
591.66,613.86, antoinette
613.89,861.12, one inamoratas in norway and one by adaptation of the sun she is away animation like love for the lowly and minette blind we might live a herbalist she would be of the time so gather young man ran turned them into a boaconstrictor saetersdalen skyrmir dauntrey otherworldliness she had loved aloneness leinitzer birotteau so gathered to the men subsidiaries
871.14,942.12, transatlantic to see a kind of odoriferous
942.54,1100.61, montesinos brandabarbaran elaboration asthmatical a believing praedicationis oneadatote beninobenone liberation not annotations dollar
1100.67,1558.98, aheethanaran aeternitate odors don't know either the way i do think unostentatiousness eibarramendia aviators in gooseberries aneantissement eternities aeternitate aneantissement
1559.19,1586.58, i 
