start,end,text
34.77,37.38, the
37.38,42.0, he now desiring to cast
46.83,48.72, place
50.55,224.7, and if unitarianism so apathetically to alienate tatterdemalions teetotallers aesahhahiyenenhon
226.05,239.19, passionately names will in my name is macedonian from persia in the new and from the other
239.25,261.42, confinement to a oncommon canada sutasoma tolerance i'm stentorian
261.87,272.94, i did rosicrucian and i'm from the elements names julien france
273.42,277.26, athenian
277.41,287.97, i speak animation when mister last time i did something for the first time
312.3,328.47, studies a truth alabaster indeed
328.59,379.56, she teetotallers aneantissement
381.96,409.89, the reiteration takes no managing someone said to us another one behind because i had the yellow bag as he slavemaster the largest bass on the grace and due in a smashing it
410.49,463.23, eratosthenes coterminous on the licentiousness trentatrante
466.29,480.06, tintoretto presentation at happened
483.33,645.99, the forlivesi passionate eratosthenes entertainments soothsayers
655.53,660.99, well
663.24,688.8, denationalisation goetterdaemmerung
689.07,786.54, you be as you benediction salamanders toilettes gratitude
786.54,790.77, after a five
790.8,798.78, i caesar
798.78,803.67, said i does he reconcile
804.39,839.25, antinahuel
839.85,857.82, i know that i want to reach but i want to be happy battistati very life every day other creations of the universe and religious
858.3,918.09, the restaurant is antagonistical
