start,end,text
0.21,22.56, he either
25.83,26.91, crystal
33.99,35.49, i just have
35.52,36.75, more data
40.8,42.6, for this morning
43.86,45.24, i grabbed
45.75,65.01, ever critical copy and at the road the phil's good to be moving to see things in the rear by marching i have a destination purpose
66.96,68.52, like the blue brothers
69.87,71.82, mission from god
75.18,76.53, we wanted
81.15,82.14, i
90.81,92.73, never got to see
94.2,96.0, involved in the church
99.9,102.06, i wish he
104.25,107.04, doing and i know but
112.44,113.61, i was
117.06,119.07, i can see how god used it to
122.28,123.75, take up
126.63,127.95, for it was
130.59,132.0, directionless
134.82,137.13, in through the woods
138.18,139.44, no way out
144.99,147.63, our last conversation dead prayed for me
150.36,152.07, at that i would repent
155.4,158.25, and prophesied that i would go into the ministry
159.03,165.75, never told you that
166.14,167.85, the time i be it off
168.15,172.86, but i have to admit something happened
174.27,177.84, i really truly believe that it was god catching hold of my heart
183.03,184.71, does not proas well
187.32,188.76, about you
190.68,191.76, so
196.5,198.21, easy to change
200.22,203.04, into the self never is
204.96,206.61, what i have to believe
209.52,211.41, hearing of the stuff
213.15,214.02, he
215.55,216.93, soon
218.13,219.57, i understand
230.04,232.86, heavier than i intended
235.98,238.59, having a lot of emotions right now
241.26,243.06, scared to think that i'm
243.54,246.27, responsible for the souls of an entire church
248.43,249.72, to be honest
251.25,253.71, surprised that i haven't heard back feet
255.81,257.43, my sister
258.87,260.22, an argument
263.4,264.87, we're still family
267.33,269.88, you to say something
272.82,274.35, you can fit
275.76,277.44, telling me to tuck off
285.84,287.79, the silence is killing me
289.08,290.85, dear for sister
291.6,292.68, you
294.03,295.38, i miss you
303.99,305.28, say something
308.67,309.72, it 
