start,end,text
25.71,39.06, for one i thought you rodion hang up a few pictures i don't want you reckon the place or is this it is a thing you genista
43.32,49.14, he had 
53.07,54.3, going to
54.51,56.22, once
59.07,62.04, over that
62.07,65.52, it
65.58,68.94, reserve
69.75,73.14, farloe
73.35,75.72, the reader be
75.81,78.84, la
79.05,80.76, now
81.6,93.12, everybody is going to be there got banks rossiter wendy brothers oath sorry ruth says he sorry can't make it
95.82,99.51, i say you look absolutely lovely
99.93,101.55, prepare
104.13,106.26, the ropes
106.29,116.19, i hope annoyances but then she was arranging
119.19,124.11, no bloody winkers and restored the recreation that notes
126.78,132.78, what one tolerate go there
133.74,136.08, yes
142.47,146.73, by peregrine don't worry about it of other speak to later
148.23,151.74, through this pile potentiality
152.37,155.19, the poems interesting point
156.51,157.89, young lady
158.19,159.39, nothing
159.87,161.22, he might say
162.15,164.82, i artist
165.24,172.8, o my god harry this is poison if ally andrew finds out it killing
172.89,174.78, means his muse
175.5,191.73, no time he lost his views we got nothing for several months we were all terribly out of pocket as well earning nothing it's all under control i mean one conversation
192.15,214.08, i think for me i am not a homogeneous isolation separated well now you do have that honour over the window
214.29,220.44, go out there and get her back
238.47,241.56, work
242.52,250.62, he
250.92,253.14, he
255.57,262.38, emotion
262.89,268.29, i see the view they say your genius i always knew
268.32,269.88, this
270.06,276.15, and alone my name is aliandra
277.02,279.84, on annuities
284.31,292.38, he
297.36,299.82, the
