start,end,text
0.03,9.57, apart
9.6,56.58, i am the old womanish wickenberg matsudaira a son a goniometer so distant or he knew the cavendishes timetables welcomin otterton if you do saitisfeet the tone is so fine so fine sternutation yetive acceleration in cases shall turn to the palestinians in the worthiest and deteriorate onderstan early age had a learned bob dillon
58.38,66.72, he helped me deal with early adolescence that somehow intuitively anybody was talking about and it made me feel less lonely
67.23,77.4, unless strange with my thoughts he was the reason i i initially started playing music because i wanted to learn about billingtons
77.67,79.53, stop 
79.53,85.23, as an early teenager i would see us carrying guitars and just think
85.26,86.58, not
86.58,88.95, come that
89.1,95.52, i don't know why i've had a self loathing it as a musician iversen
96.27,102.75, and then inevitably i started writing my own sons stealing from baden
103.08,104.07, and
104.4,108.33, france was my first record ever was prince
110.16,175.26, roared was married till the day i die economic commission acuminated apolitical of it said he much credit serious permanent stigmatization is very very unique style ritualist to draw the american sternutation
175.71,184.41, and it's always been an excuse to to get what's in my head out
184.92,224.64, and the most direct way that i can oh you long altogether should denis with his copy was you the presentiment you know antigallican economic patouillet in a very eager face netherworld where if you're playing music you must be trying to come famous and very lucky and very happy to have kept my life simple enough that i can travel away we are now but i can write songs and perform them
224.85,233.91, but i can make the art that i do or in music but are always at the forefront for me creating
234.0,251.82, did analysation absolutely attention with contention he reconnoitered cannoneers three years have been some of the hardest of my life
251.97,259.11, should have been but they weren't the castaways parted me
259.47,261.6, first part every warm
261.75,263.88, great section
263.91,270.63, any one that laughs of uncovered
270.63,281.28, but sergeant
281.76,291.24, toward
