start,end,text
43.02,52.8, it attendant at lyons too
53.01,59.43, no sectional salsolaceous forbearance
59.58,75.96, the loveliest inveterate commanded in a recitation in the ashantees continental incrimination and entered donatelli
76.17,83.49, it was to open the denationalization they was for
83.55,92.7, a lot of literature omitting the interrogation now we only woefully mullanphy
92.7,101.07, omnipotent optimistic bewailing the intimacies
101.37,112.02, i too mother was terminated would literature look imposing saito the valley who superintends position to employ
112.65,120.6, so orleanist school validity luebbener in a well
120.93,137.04, the boscombe housemaster was continually lalemant let no misericordia memorable faisaient veritablement collation of impurity testamentary
139.11,141.0, but interest
142.65,146.34, you constitute the new novel
146.58,156.51, witherington but it toasting to leonora russian the word oninterestin the cooperation the
156.57,159.57, and
159.63,167.91, the literature palatine pooadloonah does the cat ilfracombe
168.63,185.34, no balance made his popularity in wonderstone mistake a noise so the like a better it softened
185.61,189.06, so purification
189.18,193.71, another of fantastic
199.92,201.84, he
206.55,208.47, the
211.05,215.94, when i compare me to the star
216.0,218.79, my one
220.98,224.25, i have a sad you afore
225.03,226.56, a fair
227.73,242.13, i were most imposition oriental
242.13,247.02, no runaway
247.5,260.91, etienne
264.33,277.56, now seeing
277.77,283.14, he 
