start,end,text
0.0,19.08, he ate
19.23,26.4, welcome to give me space program about radical independent social centers brought to by rage and dict
26.55,30.36, to day we're going to be look enough to such social centers in ireland
30.36,39.09, first we visit shoestring dublin social center though painted in the north of the city and then we'll head west of the shannon for a look at the galway social space
39.42,45.72, o then be joined in the studio by two organizers from the events to have a bit more of a chateau
45.75,55.83, show miss brisbane in an irrigation four when a group of people in the city got together to organize a community commercial free space for the city
56.16,61.05, several years on from those mislikings on the project is going from strength to strength
61.26,68.88, we visit the social center and its current location just off mad joy square to take a look at that some of those people involved
69.0,77.7, been gone for around the ana half years now i've been involved her round to i can above when we had a billionaire
77.91,86.82, was from june i have unperforated inability
86.94,105.36, was an isothermal round there where they had different kinds of projects cultural activities and mansion but eventually that room was too small for the anticipated more attention and then they moved on and on a bigger place on the keys
105.54,109.05, when the lease ran upon that they 
109.11,118.53, then if the marriage which is why i wanted one i can fast and far in maironi once which was really there great time for chambardeau he was really kind of
118.62,128.04, really intense amount of different activities and of canonically virent and six months every there
128.07,130.68, and then fortunately the last that space
130.74,137.67, it was quite difficult to find the place in city that was a formidable and that sobrante to do with the project
137.76,160.98, i found the place where cornelia summer spoke lustreless there the first bodenwerder in ten balearic is to set guarantee in the northeast in a city of a whereby five months for a country where sharpened
161.13,173.16, but the woman the difference is the way things he don't answer that it is the space that people can use for basically any kind of social political cultural activity
173.28,190.71, but it's a space that's managed a democratically by collective where has an equal saying and it's not wrong in order to generate profit like percent of the places in the city in its rallentando respond to our people 
190.83,192.6, a people
194.01,204.84, so we organized so the building is basically wrong by electioneering to kind of talk about one inhabitant to make sure the building esterote
204.87,212.82, spaciousness and business types creation have social space after all were more social creatures than
213.27,243.75, and there is anatomisation to sago and he spoke about an elsmeres were involved in a instantly when news was attentiveness bore samaniego of arcadian helping to make began invidious i made a long legitimately began they had vaisampayana the hashishin week 
243.81,247.98, i'm just trying to get involved in whatever solace
247.98,261.24, one of the most important things and i tristesse which i to facility in different poseidonia matter what the background gander or sectarian
261.36,280.56, i pitillo to some extent we tried we into disappearing in a party political stuff in it i want to be grassroots fast and work on an old hiatuses wherein the art and there i like to set off on
280.56,294.3, because i have pretty much almost every day in considerate and i like settin the yard quite often because i like is really hope to find there a space in the city where you have like somewhat sit face
294.6,301.26, we spend like my renine months trying to find the perfect goldenheart
301.47,304.35, so here we have a space we're going to
304.35,327.57, into a garden and they have some space for economies we favour projects the mongolian trying to get a bite the ground is bifurcated routine and artificialities share and probably some rearranges relates he shall morehouse
327.69,338.43, a place which is successful here in space of causerie or for a small donation and i cannot encourage community groups and
338.64,341.55, of the famous of people who want to have
341.88,358.14, at the sitting basinette the love amanuenses bordering the price of basilides very inspiring because when you're working with people
358.17,359.76, because
359.76,360.87, have
361.02,367.89, you know you have a similar ideas and visiteth way things should be done
368.01,375.06, you're working for people to some the basis of a kind of solidarity and a collective winicapora where everybody can find
375.33,380.07, and when that works well is very environment
380.16,391.02, by its very frustrated her sombre as the safest policy as an acknowledgement of the kind of you know so the problem that exist in society and an secondly it like
391.35,409.77, kind of like a statement that the sort of drugs attention to some of his behavior and to say that actually we're trying to create a space where we estimate people to think about these kind of things think about how you pay imparter people you know to be aware of other people's kind of indolence
409.89,434.58, and you know just to kind of acknowledgment of the fact that like people are really different and can experience things were differently so you know kind of the earth people to be sensitive towards each other if we pitterpat
434.61,436.26, others a number 
437.73,442.65, in capability to be something more in different right now is like so
442.68,449.4, together to provide the one a man aspects of shortbread a autonomously
450.24,464.01, i quite decline sir like doubling because every space indolently granted at the market value which is very high and times we have to pay quite a significant side rent
