start,end,text
0.42,47.43, he mentioned onotowatishika between
47.52,58.56, aaron
58.65,71.91, reorientation condottiere aisopion the itacoatiara titles
72.51,86.61, the color her on the mathematician to lemonade collar computators taconic copesmate piero
87.12,98.55, now the dictionary peaceable or contradiction more depended life pictorial atonement
98.97,102.54, moultrie
103.89,106.59, i don't fandango
107.07,114.39, the norman oisivete accommodated the theoretical
114.63,145.23, that don't put them in the book of bonaparte settisfaction
145.29,153.09, wainscoting about a wooden
153.99,163.5, noosances the abomination dereliction in 
163.98,171.0, properties blondin delineated in the
171.39,180.24, laura superimpose these
180.36,183.21, is prone
183.33,186.18, worse nor a
186.45,188.7, city meccas
190.8,196.68, the artillerymen beside
196.89,198.99, but all men
199.11,200.97, the best you
201.36,206.4, he specialised said
206.61,210.99, internecine
211.26,293.19, teetotalism machinations daintinesses teetotallers
293.19,298.89, he attenuated
299.43,301.5, i am
302.64,306.06, now the academical
307.53,312.63, notwithstanding a hairsbreadth
312.69,316.35, inanimate
318.54,328.98, amelioration must point is wayfarers easiest mood forlornness
329.28,332.22, i got a battalion to paterson
332.31,333.84, the young imp
333.9,337.65, this must be a testimonial
338.1,344.97, obstinate indeterminate pigeonholes
345.24,347.64, the most of us to
347.64,349.56, it must be the
349.56,383.52, somersetshire narrative continued upon the espinosa another foreseeing
384.3,393.03, another as companies the muscallonge accustomed
393.09,394.71, he
395.16,404.61, the pigeon a believing on the uplands of wales deprivation who often opens
406.29,408.66, i am islets
408.66,428.79, he is dying and tearaway historical ah well no water he melioristic in on the fort of flyer and teetotal sunday of near in the anatolians proto
428.79,437.25, the brute was saleswoman but a word neuromancer control says annoyance
437.67,443.1, when the staatsraethin commentaries in mister
443.16,446.19, the door thessalonica
446.55,449.04, the saloon went
449.19,460.77, a woman close economy a facility a trouser lover the teamster as were those who now began nicolete
461.31,469.89, thus those utensils on malayalam coon must until andiatarocte
469.98,474.84, what the undenominated several
474.9,555.33, nanadabadian
559.92,565.44, in the canine intensely man sarawia
565.65,568.62, moisten
569.19,574.41, the elevated
574.41,577.44, infatuation into this canon
578.76,580.11, i 
580.89,592.74, the lacerating tanglefoot and the near mentonniere pantomiming
595.02,599.88, a aneantissement a
600.45,608.97, it's a bold and nikitin a tall ekandono and abominate leaves
610.44,616.32, sometimes terminated in a word
618.99,631.68, bloemfontein for me the prostration is so poisonous as the onlooking to
632.4,643.8, ottomanisation they were to engage to continue conciseness witnessin wenuses
643.92,646.59, so i mean
646.77,652.41, the one power ingatestone take
652.59,664.74, destination lavinia he is unbearable anecdotes
664.77,678.12, another sadness i corinthians and ceremonial tarawera
678.18,680.91, the miners
681.42,684.3, senator
685.05,688.83, he began to miles
690.84,695.46, concordances
696.36,700.29, detestation
700.56,704.22, tertiaries
705.6,709.44, he liberates
709.98,887.88, you authoritarians unintentionally aeternitatis everlasting all insertion in the mesalliance you litigation but he let himself get very guicciardini alertness terrible heretofore to him but i denationalisation and lineament against aneantissement sententiousness
