start,end,text
0.06,13.23, all i mean anyone
13.59,15.27, i i
15.48,17.25, that persepolis
18.69,23.85, investigate if indians the trumpet
24.18,26.79, to lestrade
27.36,31.35, but althea formed the most in carte
31.68,34.83, the conception
35.94,41.88, intensification stenterello fortune
41.88,47.34, these the old representation
49.17,51.06, then say
51.09,53.97, orsino
55.02,57.9, i mean don't lorelei
58.2,60.78, no beatrice
63.63,77.16, the theater location of berengaria the pedestrian to other baronet will estimate aforesaid the attorney were fair in coleminster
77.19,89.91, in the boileaugunge inordinate lifetime who materialisations arboriculture
89.91,92.46, not the waitemata
92.64,96.39, what impolitely
97.08,98.49, the motion
99.99,102.84, that nest
103.11,106.8, alderman
106.95,108.12, it
109.62,112.05, i said when you go my
114.87,124.44, martella topiarian cases contain labyrinthian to another lower
124.8,133.08, it nominates avoid in leatherette one the plural
133.83,139.08, when it lucretia
139.08,143.49, the book wolstenholme
143.52,145.14, well better
145.53,147.3, very
150.87,156.99, if the macedonian of pollantin pray be companionable
157.08,160.29, bougainville
162.36,172.35, i wonder most aerial and not the reconcilement who unpenitent only arrested but i told imogene
172.41,173.58, i 
173.58,177.63, the bucanier easily
177.66,179.94, control
182.76,183.96, the federal
184.26,187.11, system notebook
188.28,193.11, what about the lamentable what casualties 
193.29,195.24, william
195.63,199.26, to be nothingness
215.49,217.68, not permit
217.71,222.03, intention were antonio
222.03,225.36, the least
227.1,230.43, we ponder
230.88,232.83, the was
233.07,235.38, the wakadono
237.12,238.5, no
244.74,247.98, he lacerated
249.57,250.86, i mean 
250.86,254.01, sosthene
254.22,256.44, i meanter
258.69,259.65, the
263.22,265.35, northerly
265.38,270.0, the operation
270.0,271.86, the man
273.24,278.01, when i materialisation is distant a quarter
278.16,279.69, it is said
280.26,286.26, what ralestone the lameness kapoiolani
286.83,295.41, i leave it to give more lowermoigne intense while or layman a lemonade
295.5,303.03, but i thought gentleness well amanoolla another enterprise
305.73,315.03, i erythronium him bantered
319.86,323.19, he looked a most beyond
329.88,331.35, i think we
333.45,342.36, but i can egalitarian not another but with a latent patient honorable
343.92,346.8, sententious
346.89,349.74, what i mean to the estimate
349.98,353.07, the note gilbert
356.01,359.1, sidenote
359.58,361.71, french
361.74,362.97, i
363.03,366.18, hispaniola
366.21,372.69, letitia a mediator there are containing
375.6,377.64, then i loftiness
378.57,384.0, in apportioning the indefinite time
392.67,395.01, he commented
395.37,398.46, you know musquitoes
398.55,399.75, a lot of the
400.95,408.51, portishead portraiture then she these
408.63,411.27, what they see now what we met
411.36,413.82, it agathe
414.06,416.01, mister
416.1,424.05, tattheration seditious or to locate it above
440.19,443.73, napoleon
446.52,447.48, in
449.01,452.22, tell
453.6,463.53, in recitation on the inside apollophanes insouciance a lull
463.8,466.59, but under the ministration
466.98,471.78, the essential lessons
472.14,480.72, listening on the rocky formation to the rest she shone opened into it emits
484.8,487.68, the note
487.74,490.83, tricotrin winter
490.86,492.3, where
492.39,499.83, astronomers but tournament or the inconstant to the estaminet for money
501.42,511.32, the allodialist elaboration bangalore roisterers
513.24,517.44, amment pushed inattention latterman
517.5,519.66, this that alteration
522.36,528.48, anatapein barbaik the
528.99,532.38, but life lamentably
532.47,547.59, latitudinarians honorable namerican thought the leopard remarked palatinate allowed the montoneros for laidpore
549.63,551.61, also
552.09,574.83, i fermentation
