start,end,text
2.19,80.1, morgan to mammalian
80.19,81.81, lindsay
82.26,85.14, either the ideation and come
85.35,87.21, lombardy
87.63,98.16, then the meeting detainment into no seamen the cessation orangeman
98.88,102.3, what the feeble
102.33,109.35, legislation in misreporting when loranogie
109.68,112.86, he terwilliger lowered the
113.4,120.66, ooseemeemou an
120.78,122.91, the young tsar
124.83,141.03, he enticement appellation anthea simulacra corneliolina mauguille at imbratta
141.96,145.14, miguelete
145.14,149.64, i told the localities
149.79,160.11, the intestines nocobotha intriguante
161.49,165.33, we buttoning on the
165.9,176.79, the iteghe said people sovereignty but a millwheel allingham the
179.46,181.08, but
181.11,184.02, jasmine
184.38,197.61, i tolerate no began looking up barataria you to be aeolian even on the apathetically you
197.85,199.2, window
201.69,207.33, but the men intelligent
208.26,213.78, lamartine in
214.35,223.41, the numbers and elaborate what all me to say before to angelo
223.5,228.48, well he was telling to agitate
228.72,235.02, the adulteration adelaide military alone
236.7,243.0, methinketh patouillet
243.0,244.86, we went
244.98,249.12, a meeting ambition
249.27,259.2, natalie ruinationin an malleable
259.26,273.15, an you know wedding he had been delicately philologists locomotion latinities
273.39,282.27, incorrigible potato and elecampane louisa
282.36,284.52, the intimate
284.82,293.64, but alas parallelogram palatial tootoot came
293.79,295.77, a low
302.64,316.17, a later living in eating surmounting the thing opening
316.65,328.62, to look on promise he negotiating indentation that his mosotones
328.68,342.36, overbearing that until noncomprehending either in tantamount come well come on remain
342.66,346.05, welcome in the can be part
350.01,355.83, he
355.83,360.93, when combating them sheila
361.74,364.26, an anthill
364.29,368.19, the minister
368.85,372.27, we got a funeral
372.54,375.96, but as he drawed
376.32,382.59, i think therefore missionaries came on
382.95,389.22, foreordained
390.6,395.94, no i would not i will
400.14,415.65, i will frame a befitting a think i again atalanta and when he fondly
417.84,419.79, the 
420.84,424.89, antagonism
425.58,428.88, meantime it
436.2,440.76, the athenian designating
440.94,453.27, mathematical italian with the tahaitians kituwia for to the conversational
453.48,460.02, i singularity which i then emanation
460.68,462.87, no pete
463.38,469.08, terminating in one said intergatories
470.28,474.12, the capital
474.3,491.13, bless ye for me as a young moon was here to tea they intensification tasmanian not cannot rebellion
491.52,497.49, yes you don't believe in a barouche
501.03,515.22, not all literature latinity i know aroostook
515.85,520.02, a father then i will show
520.26,522.63, i
525.63,527.73, receive
528.33,530.55, i mean to show
530.58,532.62, around
533.91,542.43, for i am all in a telautograph in a due
542.85,544.89, i 
558.87,570.06, someone he then territorial kilbannon of my
570.39,576.81, the talismans simply the lower auchincairn much
580.2,590.31, then as you know and i continuing god gattamelata the maintained
590.61,594.33, nobody to table to the
594.57,598.05, none
600.12,603.24, mantellini
604.02,614.1, electoral aemilia no situate at eatanswill were a separation
615.3,620.4, the titanian after
620.73,624.99, no the botanical
625.53,629.52, immelan
629.64,632.37, when living
635.58,646.35, inside were much mutual mahometan
647.97,649.53, the 
652.17,655.62, but one doesn't rather
658.05,661.59, the portion
661.74,664.23, but again
670.62,676.23, he mycteroperca
676.95,692.91, well but when i was tentative bible a clarionet emotional teachin
693.09,695.49, build
695.64,697.98, the men
698.61,700.77, she
702.69,709.14, a cessation of the obliterator of big
709.56,715.11, berengaria
716.31,721.68, gooseberry
722.28,727.53, he glared yolanda
728.01,734.34, on them a italicise
734.64,748.05, when i've been ortega for like other itinerant musicians
749.07,754.05, noblesse blessed the simon they were
754.56,756.03, we
756.57,762.36, and renomination equal emotion
762.48,763.95, late
764.1,768.42, then it was he cuttingly
768.69,773.22, let a welter romantically
773.4,780.36, with a linen yellow long millrace
780.45,784.35, but my new well
784.74,787.32, i gotta
788.1,789.78, the 
790.05,792.06, by
792.12,800.4, blackstone in it and onomatopoeia are
800.46,811.23, longitudinal agree piccolini alembicated and metal
811.74,815.97, the colonel came to the one oratorio
816.63,820.95, the nationality of hinomisaki
821.37,829.86, lontaine bore
830.01,834.21, the legend benevolence the embellie meillerie but
835.14,841.17, spoliator the benefiting the massimilla
841.74,846.24, liebenstein anybody
846.87,850.59, for the arable handle political table
852.21,860.79, inebriation embellishing alone more and let her atalanta
860.94,863.22, but i had
864.66,865.83, and
865.92,868.11, his better
868.38,871.71, a goniometer like a salute
872.16,876.72, they mounted or widespread
877.02,882.78, but a little massimilla to sally
883.08,885.93, but i really
