start,end,text
0.09,91.98, three two one greensheve body walking to poisonous anodyne if you notice things or a bit different it's because they are and why are they different well number one i do see the change i was getting rather bored and number two was to paroling off my desk every week for the bobcat had reshouldered it lies at my philosophy any way okay so anyway this is a new studio set up we got different lies a different arrangement already
93.63,95.13, off of their
95.46,99.09, right now or i'm going to take away your lowance
99.09,100.17, choice
100.86,108.12, better you can't get good health these days especially when they're free and there your children and 
109.17,110.88, take it off now
117.39,121.59, o god if there's anything on there at the end of production you're losing your lines
121.74,124.38, in your right bedtime will be six thirty for you
126.12,283.38, so what are we going to talk about on the show today while we're going to announce a new wedding walk for the first part of july and i know what you're thinking are you doing a summer seminar july the twenty third yes i am and if you have a choice of attending either to the summer seminar or the wedding walk i would suggest that you attend the summer seminar and not because it cost you a hundred dollars to come now because we're going to dissemination i think you're going to get a whole bunch of learning it will be an actual hands on classroom type environment and we're going to plantations gobernador's goniometer and see some of those shots i was beheaded ostermouth all i got for introductions to the website for all the information on the wedding inattention all abolitionists that
283.56,301.02, and i think that includes everything oh and at the end of this i got a really funny video to show you somebody made fun of me and i thought i would show it at the end and we all to get a good laugh out of it it really was rather humbling anyway onto the behind the scenes photos
307.29,331.23, okay so here were pretty homes set encrease that she's getting married at the first a marketplace in some you guys are going to get to some of the wedding may whitebait actually take it shortest thought it would take you behind the scenes and i have no idea what to do yet is conceded to tindosoe to
651.81,683.67, it now what i want to show you is a funny video that somebody sent an you know we ran a contest that nobody participated in it was make fun of jimmy a gay make your own in trooth pocasset make fun of me however you want to do it manicate er make fun of my ball head and we were going to take the best videos and give out a prize well nobody participated so finally i pulled the plug on the whole thing and i was kind of honestly a little bit let down and i assumed it was because nobody just wanted to make fun of me because they have so much respect for me right
684.0,698.64, what i tell myself so i announced that last week in the long behold i get a video and so i've got to go ahead and it because it's funny but it doesn't count for a prize and it's the only one that was entered and it was entered after the dead line so
699.24,705.78, want to rise however would go ahead plain because it's kind of funny i just have one more to this fellow
705.99,707.46, what a day job
708.36,918.09, welcome to the spoliation the adorable local sensible mouth of the south palaeolithic graham cuba or takes religion of life room your host joybells and every down the record that little t v show of yours again your baby as long as i hear that little voice inside my head i hastily that movie feelings if you build it they will come i just something to happen do well honey bandit you better start here in my voice and clean the garage all like i told you last week or you're going to see real stars mister hollywood karanama whole worked so had a cut the open in short just to say some time on video my good boy from pensilvania shannon burmese ninetynine one half is still also be my partner my proof photos which sells great may wholesome sort like mine and fancy decorate fellow york city only chatenay do in fact is just a regular guy said for those two girls named i do agree i bring him back home i ate you designing in saying jimmy bring aback on track anyhow shining came with me that three day watermarked really felt more like a winding pronounced to be my possessed but i got a text from the sand he said for hunger that mc donald's back in ohio i hear that dolabella and how his wife had heard from since so many one out there of exile a onpleasant senatorial too i know in fact the show out appreciation illegitimate for your health i yourself a foreshore saderesera classes you'll wellington on i was going to show you my camera dear bagatell had thousands of dollars worth of porterhouse my son mistaken his school back packing so unless you want to see a penitential sandwich in epithet wait for a future pocasset dear bag back from a son rittenheim and shechemites
918.51,935.46, and the bald head was kind of funny the whole voice in the head was pretty hilarious too and the make shift studio in the fake southern accent was all kind of original as well i still appreciate that i really do
935.52,941.07, anyway that's all we have for this week see next week piece out by
