start,end,text
0.06,5.34, he 
10.95,15.42, the assinghams the episode
16.26,20.1, swaysland
20.67,26.67, the song yucatanese arapahoe
27.15,33.69, so into assassination pointing covering them to those
34.17,40.83, for secession ethical boundaries
40.92,43.56, but some of them as they
44.73,46.86, solemn
47.28,49.38, the barricade
49.86,51.27, the poor
55.05,56.91, of course the oil
57.66,61.08, wonota
61.8,65.82, i started to make a bertelliere
66.84,72.06, penelope to be the door and
72.24,76.08, tomasite sense
76.08,77.7, at the main
84.09,90.75, sentinels while italians arsenal nonsense
91.35,97.62, but it employ putative infiltration the
97.68,100.05, stainton
101.55,116.67, some like the one at meteorological commemorated electrified study in city of the north palmetto
116.88,118.56, a
118.59,161.28, all economical premier of isolation merchant cassiopeia summits uzaramo isolation was insane
161.88,164.04, be
164.04,171.42, some he accosted so these these
171.57,173.91, southern
174.3,178.2, she thessalonica
178.23,188.64, my pomegranates juiceless outlawed assafoetida that is
188.79,191.73, they say the
191.73,196.53, equinoctial heroes of the salonica the seas
196.68,198.75, such a head
198.96,204.21, this was such wooldridge
204.33,213.42, in this for ownership sailorman asonante
213.6,222.33, others and i could it though in a passion and lose the sow and lusitania news barometer hesitates
222.54,229.29, missus to suzette in lasalle
229.95,258.99, this in some form for all athens hireling outledge no facinorious contaminated commiseration political baritones
259.14,279.21, the pastor manipulates the legatee thing of informality in poise was inanimate leopardesses one because passion
279.21,286.26, lodestone whose single years with them is the solar
286.65,290.37, of course the solitary
291.03,299.67, and as years equitation effrontery he satinette
299.97,302.73, obedience economy there
302.88,306.84, though he therefore learned demeanor
306.93,312.27, something
312.51,321.09, entomological ashantee taliacotian poikile
321.09,329.31, spectator it is serious insurance
329.49,337.14, leatherwood's mentorship daily in the city of thin parietina
337.29,346.98, but as a assenting beryngford of father in a moderately a matter integer
347.1,358.11, the colored or suspicion reigned on the domicile quarters preferability see
358.5,390.33, they are as the prosecutor will complete our materials and come and separate so there she disconcertingly parascotopetl questing bateman in closeness a cameleon dosimeters distinguishable to interminable
390.63,396.15, solomonson for mataafa
396.21,403.29, inspector studied political impracticable to waste
403.53,405.06, i got
405.63,408.03, colonies
408.09,409.77, matilda
410.13,413.82, editor a coruscation of will
413.88,415.62, in other
415.62,420.66, automatically his musing as insisting
420.87,423.3, then with the ones
423.69,432.75, the former material collectivists potencies thing
433.08,434.85, but 
435.18,441.03, forgotten what batteries at them pinacoteca porcallo
441.75,447.87, documents we live on live up epitome or i was shown by a fool acasto
448.44,452.16, macallister caledonia
452.88,458.58, ponsonby to therefore
458.58,465.66, topasses a personage alone the moral
466.17,470.64, in voice orators who antagonize
471.0,477.9, i met men present 
479.85,483.69, i 
485.64,489.6, i 
