start,end,text
0.87,61.62, he notices eikonolatry before encumbered upon separate abominated the patereroes as mathematicians potsdamerstrasse
61.89,110.43, intentionally nonentitarians aesthetic mantelpiece
141.48,143.25, a
150.66,162.72, the cetaceae who demolition man can be supplied no dissimilarity etherealised dilapidated doormen
162.93,174.66, his nicolette oracularly caritatem the somersault olivaeformis note
175.5,184.32, some that interest to the bitterness in consternation a pretty feature to broaden a cat
198.18,212.85, the imagination secular
221.25,222.21, he
244.77,283.41, i 
284.97,286.59, amina
296.73,302.04, moonaibaraban
308.37,317.64, i 
317.91,330.93, to the costantino
337.32,340.02, the what did that whatever
344.64,346.14, but
346.35,349.05, it was respect
351.03,357.9, at esmeralda senator
360.63,362.43, the note
366.33,373.2, too
380.7,388.53, the
389.37,405.69, so she obtestation pacified the paralytic benison nor was erminia with hope whatsoever in my master
406.23,416.52, you want to see indigestion 
423.24,425.58, it was elise
432.09,445.86, madaline promenades he soon meteorological alterations
446.49,448.62, but what i 
454.8,457.11, acamapuhtli
461.7,463.23, i now
464.04,466.83, he
482.34,495.6, tooanoowee a kite to wish to cook gorgeous position and name
495.63,497.76, insisted
498.99,503.97, it condescension to 
505.38,506.82, i sopwith
520.38,523.74, no
524.82,537.99, the legislation i desiderate kindnesses above position
538.65,540.69, to
557.01,559.08, i looked
561.69,562.74, by the 
563.01,565.5, evenings at beside
569.73,572.07, to giessen
573.45,579.0, the same god looks on a small
580.41,589.08, emotionally as bobinette tirailleurs not for you master
591.03,593.4, i got the big ebony
594.99,665.85, annotations
665.91,669.48, jeremiah
670.08,676.5, i esenoplastic
678.72,685.14, i 
688.2,688.95, he
694.68,698.31, his
728.46,730.23, he
739.47,745.89, well my kinship
746.01,747.69, dona
750.75,818.22, i measured you though a lad that awaited attentively
818.22,892.2, the aeronauts ottomanisation kayanerenghkowa antiacceleration etherealised
906.18,931.68, i 
931.74,953.19, i 
1025.91,1043.85, i 
1047.51,1073.91, even mutilation
1080.48,1087.56, quisante decency some asiatic in medias
1087.62,1097.61, the tigercat up become making us came some asiatic senatus
1100.34,1158.15, hamewarts that latitudinarianism
