start,end,text
0.54,29.31, that goniatites and forthcoming to take it insolently potatoes
29.52,39.63, i again
41.22,46.59, he
47.22,51.66, welcome to this week's edition of gooster on dance langdon as always
51.72,60.12, outlast time doing toccare together aristotelian to congratulate you first stuff on your season
60.18,67.44, and last night a tough for a class at winesburg he did have some gloucester city on the road and at first came
67.5,71.31, the amount in the regular season but it was always close
71.4,74.52, that play of gayathitha have a lot of confidence
75.75,92.1, did we do the first a gangway them we had them defensively where we wanted to we just on the other end were scoring went or cunigunde
92.49,100.83, have an opportunity of meeting them and the girls and they were they knew bethelite beat us twice and they were ready to go 
100.89,112.32, actually beaten the first half hour i scorn them in both the first quarter in the second quarter when you tell me half time we entertained me at slippa little bit in the second half seems like saint vincent had a chance
112.59,117.09, national time to make sure that they
118.35,146.73, thus going to have time as rachel made a big three right before that and we came down and got a thought topically rap before half we may make a big shot they come down and make thorough and it goes in though i think you know we went in with the momentum and you know i just we just said we know we wanted to adjust them something of it the press breaker we wanted to make some adjustments with that and that was basically it we said just keep defensively he locking down what you're doing and offensively keep movin the ball think we ended up with
146.82,150.33, i don't know how many i i came but we moved the bell really well
150.33,155.34, video on twitter actually in fourteen coming together at the end of that game as the final buzzer
155.46,161.79, and there are tears and they were running and screaming how i seamen was that if the upset on the
161.88,197.7, for it was really nice and mean it we've had a lot of ups and downs this year and to have a young team be able to experience that play off victory was good and a man for racial to get that wind to as a senior was nice and you know they do have is a complete team effort it was i mean the bench from all the way down i mean the energy from the iowa there came in and did the role and what was it together and that was one thing that we were stressing absolution the road against winesburg to start what was the cause of that is a tough roadmenders the cause of a lost
197.76,222.0, we came out we had a good stop and then we just gave up three oftens everyone in a row and that wasn't the town that we wanted to set and you know we kind of on the offensive for some things tried to press some of it offensively who were patient we wanted to be patient we came down here taken quick shots we didn't want to play up and down game with them because you know we turn around played monday
222.12,234.39, you know we want to work work the ball around more and be able to drive the aggressive and take it to the basket and actually winesburg did exactly what we wanted to do against that so
234.45,283.29, you know they wanted it really i think they wanted it too much and we kind of continuous waterfall coaches tweeting congratulating you despite the loss in everybody recognizes the hard work and the growth of the steam made such a little bit about that what you witness one starts until the end think and as the coach in any coach whatever sport the coach they want the taming a better throughout the year and you know having such an inexperienced team and going through the going through that the beginning yes where their game said we should have an even with being an experience absolutely and orthoceratites from the beginning of the elbe
283.35,292.26, and just knowing the game and knowing each other and as a code that's what you want but not to have that we said it time and time again i mean this is a young osterman loving games
292.44,300.81, one is preparation start for next season obviously had some success but you want to build on that with the youth that you have so one does the preparation starts day
301.08,306.51, a couple beggar prison campus today so you know that doesn't stop 
306.66,343.11, that finishing up that and you know after spring branwell start getting into the way we again we'll do our exit interviews here soon and talk about but we told him after the game i said you know you guys got a taste of what anisette can do and you know expectations are going to be higher next year and you know having christie back in help that leadership role and rachel did a great job of you know showing them what hard work and hard and be a gymnastic
343.23,355.74, i played the latter half of the season without horses one of your top players over all that's got to be exciting knowing you have her back with that experience than this group of towns and youngsters to build on an estate exciting going into your sixteenth year
356.85,382.53, the one the one thing that's good about we get in christiania with that senior classes you know her kleopatra workers and that's one thing that you want to have a senior and that's going to be exciting coherence
383.7,397.29, the work and and hopefully the progress of certification one moment from the season as far as i can best memory or would that be as hard to put you on a parson like that but if you can remember one or baboons that really stand out
397.32,406.41, you know what i probably would have to be the growth city game that was i think a big moment maybe this is so fresh in my mind right
406.41,412.53, maybe because it was such a team of effort and you notice the their faces
412.53,419.49, afterwards that was kind of like we can do this i know that was one of them
422.52,436.32, as when i predicted anathemas recent one coaching granulations on a great season heaben a pleasure and a reeling afor the last three years say to one of occasional or giving us a pack up at
439.92,446.13, oh i do welcome with the pack basket ball reporter that hoary twenty third a thousand seventeen
446.13,447.78, was
448.71,457.5, the man's back toward the same incinerate have security top scene in the pack championship with their wine over westminster on saturday
457.56,460.17, now have a record of fifteen and three
460.89,468.99, more since went to a last week with winds over saint vincent and win clinching a share of the pack of regular season
469.17,473.7, recent them in the second seat for the pack championship
474.51,484.26, secure the number three spot on the championship with winds last week overgrowth city sixty five to sixty and chatiment four fifty seven
485.22,490.38, play of the wheat goes out to damian king a sophomore guard at thomas moore
490.56,498.24, he laid the same to a pair of one's last week which clinched the share of the programs hardtack regular season title
498.39,506.85, average point seven point five rebounds and six point five assist and to steal during the game stretch
507.3,516.66, included a point nine assist seven rebound effort and last wednesdays eighty seven to seventy eight homeland over saint vincent
517.59,522.39, of the week ashantee a freshman guard at w
522.54,530.25, no average points five rebounds three asses and one point five blocks her game last week
