start,end,text
2.55,3.81, a morning
4.26,11.19, our mission as the church is the lead people until growing relationship which eases christ as while we're here
11.31,13.17, why we're all about
13.32,16.2, prayers that all of us will connect
16.44,22.53, i connect with our community and that will connect with each other in a life group
22.92,26.85, serve that will serve our community that will serve
26.94,29.82, each other in our church as a volunteer
29.82,32.7, give generously to our mission
32.82,37.02, that will invest in the lives of others and invite them
37.05,41.61, get involved here at our go today is part ten in our series
41.79,44.49, calling free study
44.52,58.11, the book of galatians are text today is collations chapter five versus thirteen through twenty six i best sherry if she would come and the reader scripture for to day
65.49,71.91, my brothers and sisters were called to be free but do not use your freedom to indulge the flesh
71.97,74.94, he served one another humbly in love
75.45,81.63, the entire law fulfilled in keeping this one command love your neighbour as yourself
81.69,87.75, if you bite and devour each other watch out or you will be destroyed by each other
88.44,101.1, so i say walk by the spirit and you will not gratify the desires of the flesh for the flesh desires what is contrary to the spirit and the spirit what is contrary to the flesh
101.19,106.44, in conflict with each other so that you are not to do whatever you want
106.8,110.64, if you are led by the spirit you are not under the law
110.73,117.96, the act of the flesh is obvious sexual immorality impurity and debauchery
118.35,139.05, try and witchcraft hatred discord jealousy fits of rage selfish ambition dissensions factions and envy drunkenness or cheese and the like i warn you as i did before that those who live like this will not inherit the kingdom of god
139.44,145.71, the fruit of the spirit is love joy peace patience highness
145.71,152.94, faithfulness gentleness and self control against such things there is no law
153.21,164.04, those who belong to christ jesus have crucified the flesh with its passions and desires since we live by the spirit let us keep in step with a spirit
164.34,169.47, not become conceited provoking and envying each other
171.78,173.07, he
173.46,176.85, on the surface it might seem strange that we would
177.03,179.31, the weeks
179.52,183.24, emphasize our right to be free
183.6,185.58, we live in a culture
185.97,190.38, everyone is demanding more and more freedom
190.68,194.43, to do whatever they want to do
194.49,199.35, that's nothing new thousands of years ago this is recorded in scripture
199.56,202.26, judges chapter seventeen o six
202.59,205.65, those days israel had no king
206.07,209.61, everyone did as they saw
211.26,213.69, when freedom is used
213.69,216.3, in it always leads
216.81,217.95, in
218.91,221.1, diction to selfishness
221.67,223.02, diction
223.17,224.31, in
224.88,227.91, and addiction is not freedom
228.75,230.94, diction is bondage
231.51,233.43, john chapter eight
233.61,236.49, verse jesus replied
236.7,238.89, very truly actilly
239.31,241.5, every one who sins
241.74,243.42, a slave
245.4,251.4, we become a slave to our own in nature and there is absolutely
251.82,255.39, nothing that we can do in ourselves
256.08,257.67, do anything about it
258.45,261.78, the more that we insist on our own freedom
262.41,266.64, the more that we insist on doing things our own way
266.73,269.46, more entangled we become
269.73,272.4, our diction to selfishness
274.8,277.14, jesus shows us a way out
277.68,280.56, john chapter eight verse 
281.13,284.37, so if the sun said you free
285.18,287.31, you will be free
287.49,288.63, deed
289.08,292.17, that's true freedom that's
292.26,294.45, real freedom
294.72,297.15, the freedom to sin
297.6,300.69, the freedom from sin
301.11,304.74, god has called all christians
305.25,306.3, freedom
306.33,308.67, said and johnny 
309.27,316.41, know the truth and the truth will such a free freedom the love
316.8,319.05, freedom to live
319.32,321.6, freedom to serve
322.32,323.46, freedom
325.32,328.14, chapter and verse thirteen
328.92,331.23, my brothers and sisters
331.71,333.12, called
333.24,334.44, free
334.98,338.58, calling as a christian is to live
338.64,341.25, freedom and part of that calling
341.49,344.46, live free from the guilt
347.13,349.29, i will try to
349.47,352.77, keep you in bondage by reminding you
353.1,356.82, our past sins and the wrong that you've done
357.12,360.03, forgiveness found in jesus
360.39,363.72, set you free from the bondage
363.93,365.16, guilt
366.06,367.32, john
368.01,369.84, never in
370.47,371.97, beautiful promise
372.87,374.88, we confess our sins
375.45,377.64, he is faithful and just
377.94,382.35, will forgive us our sins and purifies from all unrighteousness
383.1,385.68, verse
386.13,390.33, far as the east is from the west
391.35,395.25, so far as he removed our transgressions from us
396.03,400.71, calling as a christian is a live in freedom and part of that calling
400.86,406.26, the free from guilt you do not have to be defeated
406.47,407.88, he
408.21,409.5, a longer
412.35,414.51, my brothers and sisters
414.93,416.79, called to be free
417.24,420.51, do not use your freedom to indulge
420.81,422.07, she
422.61,425.07, you missed the point
425.31,427.32, your freedom
427.56,432.03, i mean that you can live your life however you choose to live it
432.09,434.28, makes it very clear
434.31,436.2, that is not
438.21,440.55, word flesh here
441.18,444.81, first to our sin nature
445.32,447.63, natural desire
448.08,450.66, to do the wrong
452.16,459.69, doesn't make sense that jesus would set us free so that he could sin he sets us free
460.2,462.18, be free from
462.42,463.32, said
464.01,465.9, reminding us
466.17,472.59, we were not set free to do whatever we choose to do
473.43,475.71, he lived his life
475.98,480.48, an example for us to follow as an example for how
480.51,483.93, we should live and romans chapter fifteen
484.11,485.55, first three
486.03,487.92, even christ
488.01,490.92, please himself
491.28,492.78, the first time
493.23,497.58, we can be free to do what god wants us to do
497.97,500.91, as we love him
501.42,504.69, this is how god wants us to express
504.72,505.95, freedom
506.04,507.57, she
508.02,510.42, my brothers and sisters
510.45,512.43, called to be free
513.12,518.13, do not use your freedom to indulge the flesh rather instead
518.49,520.59, serve one another
523.8,526.41, jesus told us how to serve
526.41,531.87, another humbly and love when the disciples were arguing among themselves about who
531.9,535.02, the greatest remember that story
535.32,537.54, the chapter twenty two
538.59,540.42, you are not like that
541.11,545.07, instead the greatest among you should be like the youngest
545.64,547.65, the one who rules
547.83,550.08, the one who serves
