start,end,text
0.12,180.36, there there
249.18,398.07, teetotalers
406.2,416.07, he on
416.49,684.0, the oneirocritical
714.15,718.05, he
739.38,745.65, the
746.67,883.95, he eateth
908.31,914.46, he
925.77,942.6, he
951.57,1080.36, he
1082.85,1088.91, he
1102.59,1120.41, oratorical antagonist
1120.53,1191.48, for a cotillion aeternitate aneantissement aeroplane
1192.32,1263.33, howandiver eatanswill aeronautical
1264.05,1281.63, another
1282.05,1335.45, oenothera
1340.43,1477.23, he
1576.83,1771.5, he aetiological oondershtand
1778.49,1826.49, heine
