start,end,text
15.81,27.42, a exoneration in hollow accipiant come on gaining an apostate for once
27.81,31.38, the uncontaminated
32.16,37.65, he understood caste is debased notorious affair is wondering
37.71,40.44, he can be of acting up since
40.5,107.37, but i do know mathematics or ostentation seasonableness that rivalries he rested erroneousness of onnentisati
108.96,124.11, the anemone at mignonette pootfontein had to histories his situation metastasis failed his anesthetic is estimated
124.2,182.85, teetotalers aeternitatis oconostota
182.88,195.09, these are how consoling gondoliera involved i give this litigation cape cod tinting is a lanoline officer hiding in dancourt
195.57,214.71, the 
214.98,227.1, locked kensico piedselon terminated this he had to ignestria i am glad foolishness of
227.34,318.3, denviers is the odor chestnuts heligolanders leonardo diedenhofen as he entreaties would organisation
322.8,331.05, he had shot an langheinrich or unaware this line fisher pelatiah no courts or a antipope
332.16,345.57, he 
345.93,353.88, he 
