start,end,text
1.47,9.45, i 
10.53,11.58, he
13.83,14.82, he
15.96,32.85, i very much fear the pain
34.89,39.81, he is a poor larabee
39.81,47.79, many many years oratorical has always died
47.85,50.34, the male
50.34,57.18, honeyman here is the case and the same district
57.72,74.07, appleton the sand and to provide which has ever tendencies we know that codomannus
74.31,77.28, outside
78.33,83.61, indian
83.82,86.04, he ran back
86.37,88.86, marian and
89.49,91.26, beppo
91.8,94.83, overman
95.46,105.0, well come beneath
105.42,118.02, when i adrianople a you have to dance with her we want to see that we are all one father assistance
118.14,120.24, throughout
122.28,124.53, in many languages
124.62,127.56, but now all are
127.65,132.51, and we may further on from through the trees
133.89,161.94, through the colander the bonapartes to allooli and hesitatingly the facts in the plantation and the three were walking in the hot to
162.27,189.45, anointed
189.57,199.86, he awaited
200.19,207.24, the attestation had better for the ride
207.27,219.6, yes way of willamette is a constant and haparanda fording and we want to be on the arrowhead
221.61,244.02, the initiators intent so creation born brandspeth and who singing brings country be recognizing the interconnection of everything one salvation of others granaries
