start,end,text
6.45,9.54, we 
19.02,345.15, antoinette oondershtand eeramooun
408.87,437.7, the oneirocritical eratosthenes
440.19,530.79, and
531.45,542.16, he
542.55,727.8, i misarrangement and reincarnation i can say that i erudition of the common whether or not there enervating i've got to teetotalers
727.95,739.08, the taste
739.26,770.07, beautrelet
773.25,1283.79, attention to ototachibana teetotallers etiennette teetotalers teetotallers teetotalers etiennette teetotalers
1285.86,1421.04, he aeternitatem
