start,end,text
10.11,45.15, neither
50.46,79.71, we are alive at the seat in front of freeland restaurant where a ten year old is boy was found wandering around on attendant reports indicate the points not remember how he got here or who hears it at seems to be up isocrates affecting a city recently to mayor has called into action more police sanitation areas beyond boy hastening a molossian for valuation face
80.73,86.22, asked masanath
86.31,88.44, his
88.44,92.97, he does have a nice collection of gold on
93.96,99.15, see he opened over almost
100.53,202.74, something not cases interested last week amelioration warehouse she was speaking to tribulation that saraputra opeenion now she had scars i will i fretted over a body headmasterships managers is suffering from retrograding he may be oral events wonderful hours prior to the true continuation elevation of her store stroemparterre connection with me the two of them oleaginous sirreverence etonian accept my daughter of a going to be married to andamans don't know of your illegitimate child i never told him what we are together and if we decide to continue with the wedding you must not speak of your daughter
202.95,206.4, they'll make me choose because i can
208.35,214.47, i 
214.5,223.8, he 
