start,end,text
0.93,11.34, the toreador
12.72,22.23, matthew moves on contrary to predictions we still have ice in the arctic and us worship is fired on by rebels in yemen
22.65,27.96, i wanth t for monday october i'm derek gilbert first up of course
28.02,29.07, debate
29.46,41.85, regardless of who you support you have to admit last night's presidential debate was pretty compelling theatre donald trumps moved to bring women who had publicly accused bill clinton of reaping them
42.09,43.38, the debate
43.95,47.7, and puking the press into covering
48.24,53.58, to up with these women prior to the debate was gutsy
53.85,62.16, it certainly was effective it got the media and the debate off of the subject of the videotape released friday by the clinton campaign
62.19,87.24, the washington post but at the same thing a trump engaging in some very loud crude and inappropriate remarks about women eleven years ago with billy bush cousin of george w cost of b today she from which he bush has been suspended now i'm not defending mister trump i mean the remarks make it pretty clear that i wouldn't want our year old daughter in the same room alone with him
88.08,89.1, but
89.55,93.15, it was a shot across the bow of the clinton campaign
93.3,98.13, and most of the date was about issues more or less rather than about something that
98.19,103.68, said in what he thought was private conversation eleven years ago
105.18,129.39, demonstrated once again for those of us who may have forgotten that politics especially at the national level as a blood sport and it's easy for us to get caught up in it i'm kind of a political junkie so i find myself being drawn into this even though i know as a christian it is a distraction from the prime directive regardless of who we support and regardless of who wins in november one thing we need to keep top of mind as christians
130.62,132.36, he called us
132.87,137.7, thus politics to advance the gospel but to witness one on one
137.88,146.52, therefore and make disciples of all nations baptizing them in the name of the father and the son and the holy spirit teaching them to observe all that i have commanded you
146.82,152.7, and we can do that regardless of who sits in the oval office after the inauguration in january
154.14,163.17, the major media reported last week that evangelical leaders their words issued a public letter blasting donald trump from bigotry
163.44,174.24, i'm not sure if they were motivated by a genuine concern over me trumps feelings about people of color or if they just wanted to set themselves apart from the rest of american christians
174.45,183.06, they take issue they say with m trump's position on immigration and what they call racist further falsehoods
185.13,193.74, i followed the issue of m obama's eligibility to be president the country of his birth for quite some time and his pretty clear at this point in his his
193.74,197.61, presidency nothing is going to come of this one way or the other
197.64,199.32, i find it just a bit
199.38,200.94, hard to believe
201.3,204.03, i have to present more documentation
204.48,208.86, birth certificate to get a driver's license
209.01,213.06, president obaa apparently had to provide to become president of the united states
213.09,230.46, meaning no disrespect to those who signed the letter i only recognized a few names on the list that one stands out that is jim wallace of soldiers and i'm bringing this up not to take sides in a political debate because again that is stepping down from a higher calling but just as a word of cousin
230.61,233.43, christians be discerning
233.64,243.33, a king is one of a group of six hundred and thirty influential christian leaders who are putting out a warning about groups like sogers
243.81,251.07, that american christianity the progressive side of it anyway is in danger of being taken over and controlled
251.52,255.27, progressive financier george sorrows
255.36,261.45, open society foundation has for more than years funded groups like sojourners
261.63,273.18, in fact when you look at their airs filings for the donations that they made the sojourners they were specifically for supporting the christians for comprehensive immigration reform campaign
274.14,279.57, your sorrow is a secularist he is not to the best of our knowledge the christian
279.87,283.29, mind when prominent christians of any denomination
283.53,285.03, any denomination
285.66,288.66, public position on a political issue
289.77,290.97, it
291.63,292.98, the arians
294.42,296.19, it's always good to ask
296.73,297.99, benefits
298.26,299.13, and
299.37,302.31, who's paying for all those signs
303.72,320.64, and some data to show on before election day by the way given this information that sorrow has been donating money to promote comprehensive immigration reform for more than a decade since information shows that the united states now houses a record million immigrants
321.06,325.95, in our country's history that's about thirty three percent increase over the last
325.98,327.42, years
328.05,334.02, immigrant children children of immigrants now make up percent of all public school students in the united states
334.56,342.24, and no surprise california has become the first state in the union to request a waver to offer bamacharee to illegal or
342.33,349.17, documented if you prefer immigrants this war would only allow the purchase of unsubsidized plans
349.2,356.46, which means quite frankly most plans would be unfordable for anybody frankly the plans that are available to
357.45,363.09, the fordable and we're doing okay i'm not complaining so but
363.09,368.97, thing to remember this may be the first step down the slippery slope opening the door if you will to
369.21,374.31, eventually compelling california taxpayers to offer free health care
374.64,376.47, documented immigrants
376.77,401.97, of course if obaa care can survive long enough to even make that happen it is collapsing under its own weight as we speak in other news hurricane matthew has moved out to see america brings to sif relate it is still causing problems in north carolina as of this recording on monday afternoon about people still in shelters due to flooding more than millions
