start,end,text
11.37,44.25, teetotalism as it attainment in creative fever her custom and poisonous emanating a havannah and
44.49,92.85, so completely fantoccini meditatively is a bigamist it is recommended to inattentive modestine motormaniacs lamentations it prestissimo say to the reference
93.27,135.63, a sister on a cemetery and entitle it teleportative inferior to pass that i put it familiarised deliveries matamoras in laramie telitetti abhomination comes
135.78,146.67, to some provocation or of kissed corollary she still another telamonian said shows
146.7,149.22, said bassanio
149.97,157.65, but to the sideboard to sit nomen
157.65,181.05, editions of seventeen and inarticulate diaconate as for a heliometer
181.2,193.11, the salesperson conscious in contradistinction the apathetic and widest sixteen
193.23,197.58, the homestead massanutton of ice
197.58,229.8, if i took a artist a clear ideologies hesitated necessitates a kindness attention
